CUST_ID,PCA1,PCA2,CLUSTER_x,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CLUSTER_y
C14799,1.2267123436778908,-0.27972271652966363,3,438.337653,1.0,1867.9,1424.87,443.03,128.429272,0.75,0.5,0.5,0.166667,3,24,6500.0,2080.403638,204.877516,0.083333,12,3
C14800,-0.18264829318835993,-0.3400211914019028,3,101.083401,0.909091,553.36,140.0,413.36,1719.767683,0.666667,0.083333,0.666667,0.166667,2,9,3000.0,2515.38256,56.937337,0.0,12,3
C14802,0.7504859144864457,-1.3484121009639012,3,1300.793883,1.0,1282.2,0.0,1282.2,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1407.623536,1230.452069,0.0,12,3
C14803,-2.0327489885268535,1.2650252608895352,0,1418.838078,1.0,0.0,0.0,0.0,272.782072,0.0,0.0,0.0,0.583333,7,0,1500.0,619.975821,519.49072,0.0,12,0
C14804,-0.5856192167942162,0.3732967878034493,3,2042.585017,0.857143,498.96,0.0,498.96,2364.540395,0.857143,0.0,0.714286,0.285714,5,9,2500.0,414.718951,1517.202791,0.0,7,3
C14805,0.8679464276496119,-1.1811663118119031,3,218.948323,1.0,1858.33,1380.0,478.33,0.0,0.666667,0.333333,0.333333,0.0,0,14,4500.0,1934.821016,177.124786,0.5,12,3
C14806,-0.31806954698284834,0.2435427005876455,0,115.467669,0.545455,354.0,354.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,16500.0,4555.965464,211.04268,0.0,12,0
C14807,-0.43852684312707146,-0.9685411047301131,0,199.462047,1.0,1296.2,745.82,550.38,0.0,0.25,0.25,0.166667,0.0,0,14,1800.0,18.125527,110.486344,0.0,12,0
C14808,0.8372893797954025,-1.7452414165023304,3,143.737177,1.0,1456.0,361.0,1095.0,0.0,0.666667,0.166667,0.583333,0.0,0,17,2500.0,1416.600792,139.685178,0.818182,12,3
C14809,-1.498983867127667,-0.9636715591305023,0,45.45702,0.909091,175.0,175.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,1200.0,212.558928,223.193529,0.0,12,0
C14810,-1.6977927007929785,-0.4408316311275763,0,1089.795044,1.0,0.0,0.0,20.0,38.249993,0.0,0.0,0.166667,0.083333,1,1,1200.0,284.731156,331.10383,0.0,12,0
C14811,0.31126678491810494,-2.374989474635905,3,19.946102,1.0,450.0,0.0,450.0,0.0,1.0,0.0,0.9,0.0,0,10,1000.0,386.571651,131.349565,1.0,10,3
C14812,-1.6209307320753843,1.3632436761983546,0,626.213492,1.0,0.0,0.0,0.0,3393.427055,0.0,0.0,0.0,0.25,11,0,1200.0,3566.140224,473.448279,0.25,12,0
C14813,-1.748473648938587,0.3273617801737774,0,1849.017387,1.0,0.0,0.0,0.0,838.008227,0.0,0.0,0.0,0.166667,2,0,2500.0,433.218956,837.7785,0.0,12,0
C14814,-1.758521643130068,1.6041559952917401,0,2992.591246,1.0,0.0,0.0,0.0,759.456509,0.0,0.0,0.0,0.416667,9,0,3500.0,817.050377,825.529474,0.0,12,0
C14815,-0.005854749470413312,-0.5338821525147529,0,2021.514867,1.0,1582.84,1554.89,27.95,0.0,0.5,0.416667,0.083333,0.0,0,8,2500.0,565.380786,486.702058,0.0,12,0
C14816,-1.792722194307037,1.0552848419003684,0,2122.066396,1.0,0.0,0.0,0.0,1048.972729,0.0,0.0,0.0,0.25,9,0,3000.0,548.182704,515.520727,0.0,12,0
C14817,-1.6291649223104288,-1.983987943166129,0,4.417273,0.181818,27.42,0.0,27.42,0.0,0.083333,0.0,0.083333,0.0,0,1,1800.0,228.417814,175.836378,1.0,12,0
C14818,-1.839775721266159,-0.3973868912412805,0,825.347767,1.0,0.0,0.0,0.0,105.877591,0.0,0.0,0.0,0.083333,1,0,1200.0,426.206835,217.958559,0.0,12,0
C14819,-1.7643908482450952,-0.5751259054498322,0,87.462633,0.454545,0.0,0.0,0.0,1251.696029,0.0,0.0,0.0,0.083333,1,0,2000.0,2678.249487,114.91159,0.333333,12,0
C14820,0.3336195900018556,-1.0011858322449898,3,1223.909602,1.0,607.0,607.0,0.0,0.0,0.916667,0.916667,0.0,0.0,0,13,1200.0,466.149713,906.697643,0.0,12,3
C14821,0.12770346451024328,-1.1481056428784613,0,83.930127,0.727273,1027.64,1027.64,0.0,0.0,0.5,0.5,0.0,0.0,0,15,6000.0,1007.971531,106.407569,0.5,12,0
C14822,-1.7418846703079336,-0.21125364474884156,0,1241.025652,1.0,0.0,0.0,0.0,180.783929,0.0,0.0,0.0,0.083333,1,0,1800.0,842.814061,405.72085,0.0,12,0
C14823,-1.0408959848094204,-1.2411806398381895,0,268.797746,1.0,70.0,0.0,70.0,0.0,0.5,0.0,0.416667,0.0,0,6,1000.0,105.954038,229.157988,0.0,12,0
C14824,1.0271405712021378,-1.0254698302070766,3,451.404363,1.0,2196.0,2154.34,41.66,0.0,0.833333,0.75,0.083333,0.0,0,14,1800.0,2142.056177,184.805024,0.166667,12,3
C14825,-1.9927216572138962,-1.2849016220088745,0,3.248979,0.090909,91.26,0.0,91.26,0.0,0.083333,0.0,0.083333,0.0,0,2,3500.0,0.0,312.343947,0.0,12,0
C14826,-0.8719636944705321,-1.3193207847370412,0,160.873814,0.666667,480.0,480.0,0.0,0.0,0.666667,0.666667,0.0,0.0,0,8,1500.0,38.770699,86.542118,0.0,6,0
C14827,-0.6125386215991449,-1.1128283918609123,3,982.566805,1.0,282.39,0.0,282.39,0.0,0.583333,0.0,0.583333,0.0,0,7,1000.0,722.645708,935.878792,0.0,12,3
C14828,-0.07235880165624767,1.6408121002935128,2,4070.500764,0.833333,710.8,140.0,570.8,4620.069456,0.833333,0.166667,0.666667,0.166667,11,16,4900.0,364.205524,3231.905456,0.0,6,2
C14829,-1.9384935103115164,0.1967637871638547,0,1048.892643,1.0,0.0,0.0,0.0,115.766104,0.0,0.0,0.0,0.25,4,0,1100.0,218.648513,598.910658,0.0,12,0
C14830,-1.9926460757003583,-0.05390976420705988,0,507.076999,0.857143,0.0,0.0,0.0,1391.140391,0.0,0.0,0.0,0.142857,2,0,1500.0,2104.053736,257.650259,0.25,7,0
C14831,1.4013833768516466,-1.2323788739999872,3,158.634812,0.909091,1765.38,84.8,1680.58,0.0,0.666667,0.083333,0.583333,0.0,0,24,9500.0,1661.464986,135.26688,0.666667,12,3
C14832,-1.597532299259255,0.6618654309712939,0,976.370187,1.0,0.0,0.0,0.0,1622.255801,0.0,0.0,0.0,0.25,4,0,1600.0,3056.718074,429.217423,0.166667,12,0
C14833,-1.1647315220366115,-1.8520933258213728,0,5.336222,0.272727,57.0,0.0,57.0,0.0,0.25,0.0,0.166667,0.0,0,3,5000.0,164.041195,124.16248,1.0,12,0
C14834,1.9868057972101298,0.6089917772531683,3,3363.288511,1.0,1123.42,865.78,257.64,1992.271699,1.0,1.0,0.583333,0.166667,2,30,4500.0,4772.462052,948.702747,0.0,12,3
C14835,4.009027886412144,-0.8232876855194443,1,1475.396878,1.0,5055.77,2931.91,2123.86,0.0,1.0,0.333333,1.0,0.0,0,69,1900.0,4826.844372,1879.122243,0.0,12,1
C14836,2.4422550175024655,5.782554886409107,2,15155.53286,1.0,717.24,717.24,0.0,4718.274895,1.0,1.0,0.0,0.5,7,24,18000.0,4002.194556,3843.924668,0.0,12,2
C14837,7.355628285752794,-0.5008023475997955,1,782.392041,1.0,8168.9,3000.97,5167.93,0.0,1.0,0.666667,1.0,0.0,0,59,16500.0,7455.296139,232.694923,0.916667,12,1
C14838,0.6949440264508496,1.2241782307047986,3,3157.715309,1.0,548.79,548.79,0.0,3075.115015,0.583333,0.583333,0.0,0.166667,5,48,3500.0,3817.151157,852.200705,0.083333,12,3
C14839,-0.39938670330192944,-0.2917568815149846,0,872.07108,1.0,853.0,0.0,853.0,999.04114,0.5,0.0,0.416667,0.083333,3,6,4000.0,784.917897,276.484296,0.0,12,0
C14841,4.361712088376329,-0.42232928582122287,1,1904.495561,1.0,4044.14,2961.8,1082.34,0.0,1.0,0.916667,1.0,0.0,0,66,6700.0,6312.820074,520.454965,0.0,12,1
C14842,-1.3800352652170886,-0.6657124246319649,0,1186.287841,1.0,115.5,115.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,1200.0,446.088328,356.432463,0.0,12,0
C14843,-1.361904629232815,2.6401924010072526,2,3838.312836,1.0,0.0,0.0,0.0,1256.712548,0.0,0.0,0.0,0.5,11,0,9500.0,1419.130675,1076.233929,0.0,12,2
C14844,-1.012108879325726,4.245161614086639,2,5975.063353,1.0,345.3,345.3,0.0,3599.222154,0.166667,0.166667,0.0,0.666667,18,2,6500.0,2010.926039,2784.103858,0.0,12,2
C14845,0.1846507665737413,-0.6661675940791492,3,2005.438728,1.0,956.05,818.73,137.32,0.0,0.583333,0.5,0.25,0.0,0,16,2500.0,915.734963,592.444909,0.0,12,3
C14846,-0.666131655689715,4.379527610742988,2,6749.994904,1.0,0.0,0.0,0.0,4561.826799,0.0,0.0,0.0,0.416667,10,0,11500.0,4930.710131,4974.373221,0.0,12,2
C14847,-0.6618268510915447,-1.724824638483216,3,6.127959,0.636364,82.85,0.0,82.85,0.0,0.636364,0.0,0.545455,0.0,0,13,3500.0,100.08381,108.827629,0.4,11,3
C14848,-1.0613756058035584,0.29427320561787923,0,1994.694769,1.0,248.75,248.75,0.0,1016.518185,0.166667,0.166667,0.0,0.083333,1,2,6000.0,568.025868,562.654151,0.0,12,0
C14849,0.00033105546730508793,7.018053521501584,2,7404.850748,1.0,0.0,0.0,0.0,12405.2945,0.0,0.0,0.0,0.5,13,0,11500.0,13956.71873,1633.85526,0.083333,12,2
C14850,0.3108900529761402,1.3788232426246578,2,6950.583049,1.0,400.98,0.0,400.98,259.046858,0.5,0.0,0.416667,0.083333,1,6,12500.0,2008.360568,1704.533297,0.0,12,2
C14851,0.2904432105769155,1.926895987358427,2,5976.796897,1.0,1194.52,0.0,1194.52,790.205561,0.416667,0.0,0.333333,0.333333,6,15,6000.0,2722.095294,2670.210603,0.0,12,2
C14852,-2.3170363787616775,-0.07370470403364039,0,19.846569,1.0,0.0,0.0,0.0,133.049604,0.0,0.0,0.0,0.285714,2,0,1200.0,48.739156,97.986182,0.0,7,0
C14853,-1.3993558198580314,4.621549849822244,2,6456.515148,1.0,0.0,0.0,0.0,3802.386718,0.0,0.0,0.0,0.75,17,0,7500.0,2640.103648,1789.614843,0.0,12,2
C14854,0.9625439871944086,0.6981374765716202,3,2651.484926,1.0,908.15,0.0,908.15,1008.639756,1.0,0.0,1.0,0.333333,9,23,3000.0,4361.679346,943.46896,0.083333,12,3
C14855,0.6294027377197263,-1.0859350652319524,3,1091.437438,1.0,1237.37,447.6,789.77,0.0,0.833333,0.166667,0.75,0.0,0,13,4500.0,833.893431,279.421489,0.0,12,3
C14856,-0.2027114338152849,-2.162564501519462,3,28.588826,1.0,151.92,0.0,151.92,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,111.631804,111.312954,0.666667,8,3
C14857,-0.9264980571247642,-1.0502023044801905,0,703.368382,1.0,64.0,0.0,64.0,0.0,0.5,0.0,0.416667,0.0,0,6,2550.0,179.083715,212.119486,0.0,12,0
C14858,1.042537817417713,-0.9958644053695367,3,1512.218864,1.0,1002.93,825.89,177.04,0.0,1.0,0.833333,0.333333,0.0,0,23,4000.0,328.446221,344.205824,0.0,12,3
C14859,-0.9623222568409734,1.5047532941959414,0,1608.052487,0.545455,0.0,0.0,0.0,2496.721337,0.0,0.0,0.0,0.25,3,0,5000.0,9933.62261,684.647727,0.166667,12,0
C14860,-0.8409715441336878,-1.2335564468410485,0,233.961592,1.0,248.44,13.0,235.44,0.0,0.5,0.083333,0.416667,0.0,0,6,1200.0,219.96077,174.71331,0.0,12,0
C14861,-0.03142672802342418,-1.6035608511917456,3,159.36681,0.636364,1277.5,0.0,1277.5,0.0,0.583333,0.0,0.5,0.0,0,7,2500.0,1315.820451,173.58488,0.4,12,3
C14862,0.3317293529289817,-1.363632072419055,3,27.40855,1.0,290.6,290.6,0.0,0.0,1.0,1.0,0.0,0.0,0,12,2000.0,315.279531,170.973738,0.083333,12,3
C14863,-0.3767651240625055,-0.8586487174488941,0,1132.796058,1.0,519.79,519.79,0.0,0.0,0.583333,0.583333,0.0,0.0,0,8,1200.0,642.723631,436.088187,0.0,12,0
C14864,-1.8627601366366564,0.10030691312245713,0,101.874313,0.636364,70.0,70.0,0.0,365.228157,0.083333,0.083333,0.0,0.333333,6,1,2500.0,464.687342,178.912575,0.166667,12,0
C14865,1.0591115558191058,-0.7625507858700794,3,862.753623,1.0,1282.38,0.0,1282.38,0.0,0.916667,0.0,0.833333,0.0,0,11,11500.0,930.179257,179.698273,0.0,12,3
C14866,-1.321430747403399,2.494864991394486,2,3753.102666,1.0,0.0,0.0,0.0,702.912179,0.0,0.0,0.0,0.583333,7,0,11000.0,1029.476417,921.100658,0.0,12,2
C14867,-1.2703535638986818,0.5241013953949194,0,996.223227,1.0,0.0,0.0,0.0,1398.39554,0.0,0.0,0.0,0.083333,1,0,8000.0,2369.167737,226.016919,0.0,12,0
C14868,-1.3421872670609056,1.7138553402822747,0,4035.138453,1.0,0.0,0.0,0.0,2399.437045,0.0,0.0,0.0,0.25,3,0,7000.0,1474.388466,927.057881,0.0,12,0
C14870,-1.7041365550287788,0.9084477802030247,0,1845.210833,1.0,0.0,0.0,0.0,1960.264859,0.0,0.0,0.0,0.25,3,0,4500.0,331.387568,600.297574,0.0,12,0
C14871,0.31401674921653216,-1.752328480150339,3,46.56216,1.0,261.16,0.0,261.16,0.0,1.0,0.0,1.0,0.0,0,16,4000.0,230.605229,179.077671,0.25,12,3
C14872,-0.7392356878688852,-1.1013001202406978,0,299.179091,0.454545,1147.23,1071.7,75.53,0.0,0.25,0.083333,0.25,0.0,0,6,4000.0,1460.796216,80.470536,0.181818,12,0
C14873,-1.7504854862315136,1.922068354837708,0,2917.079199,1.0,0.0,0.0,0.0,844.083928,0.0,0.0,0.0,0.416667,13,0,3000.0,1360.117166,1562.665426,0.0,12,0
C14874,2.325074258668748,3.9558406836057896,2,3062.16821,0.9,2253.98,920.54,1333.44,4161.09715,0.9,0.8,0.8,0.8,30,68,9000.0,1132.237548,960.131857,0.0,10,2
C14876,-1.7228626993682732,2.0381302833190422,2,320.33625,1.0,0.0,0.0,0.0,1258.982051,0.0,0.0,0.0,0.583333,14,0,6500.0,1746.672526,194.539211,0.083333,12,2
C14877,-1.0195297103409218,-0.9015342135299396,0,24.176932,1.0,189.85,189.85,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,3000.0,184.60455,100.687061,0.0,12,0
C14878,-1.245860165061864,1.5292562082805023,0,5496.421462,1.0,0.0,0.0,0.0,2338.977761,0.0,0.0,0.0,0.083333,2,0,6000.0,1292.534876,1605.355165,0.0,12,0
C14879,-1.754971355490127,-1.5269414640860262,0,0.074724,0.181818,0.0,0.0,0.0,370.73048,0.0,0.0,0.0,0.083333,1,0,1000.0,1628.657052,11.51534,1.0,12,0
C14880,2.3143773828489818,2.6578493260768963,2,6063.976197,1.0,3987.01,3531.24,455.77,2791.263609,0.833333,0.416667,0.75,0.416667,13,25,7500.0,1423.187576,1583.370963,0.0,12,2
C14881,-1.4163523649389593,0.5405278353608018,0,2669.587009,1.0,0.0,0.0,0.0,967.482287,0.0,0.0,0.0,0.083333,1,0,6500.0,666.186973,655.620366,0.0,12,0
C14882,0.504318683556105,-1.3944242918728667,3,86.206262,1.0,626.28,210.7,415.58,0.0,0.833333,0.416667,0.666667,0.0,0,22,3000.0,729.334233,164.106431,0.0,12,3
C14884,-2.0492355337367862,0.7804912949277246,0,958.26975,1.0,0.0,0.0,0.0,171.920223,0.0,0.0,0.0,0.416667,8,0,1000.0,327.333462,308.017569,0.0,12,0
C14885,1.2895070058054239,3.451870329131872,2,10929.05958,1.0,675.89,500.39,175.5,1521.869211,0.916667,0.25,0.666667,0.333333,12,12,12000.0,2639.956641,3049.937917,0.0,12,2
C14886,-0.7838971276249053,7.114206419243492,2,11581.9335,1.0,0.0,0.0,0.0,9236.092963,0.0,0.0,0.0,0.5,23,0,13000.0,2132.826323,4814.853217,0.0,12,2
C14887,-1.2713858683692458,-0.37163511079966866,0,207.209597,1.0,13.66,0.0,13.66,0.0,0.090909,0.0,0.090909,0.0,0,1,7000.0,1703.339459,208.367436,0.0,11,0
C14888,5.036264519412298,-0.29791183623916623,1,3139.267322,1.0,5393.36,2094.44,3298.92,0.0,1.0,0.583333,1.0,0.0,0,86,3000.0,4173.119357,5573.463031,0.0,12,1
C14889,-1.6203271475605483,0.15949433040605962,0,2689.895528,1.0,0.0,0.0,0.0,270.201463,0.0,0.0,0.0,0.083333,1,0,2900.0,639.484442,640.261805,0.0,12,0
C14890,1.890767084752096,-0.8910542618390941,3,1406.627442,1.0,2315.86,1339.26,976.6,0.0,0.916667,0.416667,0.833333,0.0,0,27,4000.0,3176.971719,462.419982,0.0,12,3
C14892,2.084083926326117,-0.8811264510608079,3,1594.485356,1.0,2650.91,2123.9,527.01,0.0,1.0,0.25,1.0,0.0,0,33,7000.0,1416.618009,427.14706,0.0,12,3
C14894,3.2388854059159926,0.00672198886114849,3,3755.184007,1.0,3211.86,1420.58,1791.28,0.0,1.0,0.75,0.833333,0.0,0,22,11000.0,3198.261943,960.856638,0.0,12,3
C14895,-1.3295883632794512,-1.0283375332349396,0,38.795708,0.636364,229.48,229.48,0.0,0.0,0.25,0.25,0.0,0.0,0,3,3050.0,392.882251,132.864883,0.0,12,0
C14896,-0.2509242884984256,-1.699082424507985,3,37.911473,0.818182,254.0,84.0,170.0,0.0,0.666667,0.166667,0.5,0.0,0,12,3000.0,248.076679,185.502626,0.5,12,3
C14897,2.42864528436653,-1.0283609309650827,3,1723.804529,1.0,3145.79,997.29,2148.5,0.0,1.0,0.333333,1.0,0.0,0,26,6000.0,995.065501,387.473541,0.0,12,3
C14898,-0.8093681989856114,-0.9129786619862095,0,165.290723,0.818182,971.2,971.2,0.0,446.94537,0.166667,0.166667,0.0,0.083333,1,3,1000.0,1922.505496,124.779308,0.666667,12,0
C14899,-1.9752023290392873,0.016113355559677554,0,683.391465,0.636364,0.0,0.0,0.0,1786.070392,0.0,0.0,0.0,0.083333,4,0,3000.0,346.494649,159.136566,0.0,12,0
C14900,-0.6339810929105504,-1.4490091618784626,0,10.358325,0.454545,98.83,98.83,0.0,0.0,0.454545,0.454545,0.0,0.0,0,5,7000.0,116.299635,145.320085,0.666667,11,0
C14901,-1.846675314661212,-0.3445241337083512,0,1063.614099,1.0,0.0,0.0,0.0,196.616463,0.0,0.0,0.0,0.083333,1,0,1200.0,206.505212,316.230814,0.0,12,0
C14902,2.0338341332101812,-1.0141571499862974,3,98.290292,0.545455,4440.8,4440.8,0.0,0.0,0.583333,0.583333,0.0,0.0,0,19,1500.0,7150.995346,119.097785,0.75,12,3
C14903,-1.722172406483248,-0.061428677263736395,0,1540.879308,0.909091,0.0,0.0,0.0,154.550357,0.0,0.0,0.0,0.090909,1,0,4000.0,720.558343,334.635642,0.0,11,0
C14904,0.19821886209280315,0.29191868949658456,3,3083.636304,1.0,250.0,0.0,250.0,0.0,0.5,0.0,0.416667,0.0,0,6,10000.0,4669.193554,893.368255,0.083333,12,3
C14905,-1.8350185315930219,-0.35641423974211406,0,1098.457059,1.0,0.0,0.0,0.0,18.510103,0.0,0.0,0.0,0.083333,1,0,1200.0,224.204359,551.721679,0.0,12,0
C14906,-0.022629199714816514,1.3316383180579594,0,4836.914446,1.0,305.6,305.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,16500.0,2547.923816,1602.370029,0.0,12,0
C14907,2.775243407115549,-2.250688278301388,3,131.069154,1.0,1315.39,313.08,1002.31,0.0,1.0,1.0,1.0,0.0,0,50,3500.0,1123.656185,182.23728,1.0,12,3
C14908,0.625150762095293,-1.3266560570097101,3,49.564532,1.0,433.5,273.94,159.56,0.0,0.909091,0.181818,0.909091,0.0,0,13,9000.0,465.466079,148.914581,0.272727,11,3
C14909,-0.3949783375529621,0.6768979224371205,0,1967.70274,1.0,744.9,669.9,75.0,956.424536,0.5,0.416667,0.083333,0.25,7,10,4000.0,449.758817,647.309788,0.0,12,0
C14910,-1.79003525647601,0.1331290539862274,0,1669.128355,1.0,0.0,0.0,0.0,335.056814,0.0,0.0,0.0,0.166667,2,0,1800.0,528.612762,607.334479,0.0,12,0
C14911,-1.422841659998432,-1.566108917748934,0,56.116326,0.181818,368.47,368.47,0.0,66.320495,0.083333,0.083333,0.0,0.083333,2,5,2500.0,174.470592,167.4688,1.0,12,0
C14912,-1.7066491200189167,-0.11776112288544566,0,227.184126,0.272727,50.0,50.0,0.0,947.140065,0.083333,0.083333,0.0,0.166667,2,1,5500.0,2074.177677,162.04957,0.0,12,0
C14913,-0.6614559095973631,-0.8223761577621171,0,1417.157652,1.0,562.5,0.0,562.5,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,987.794574,861.298259,0.0,12,0
C14914,-2.073070802827286,-0.11620083851264447,0,1406.483149,1.0,0.0,0.0,0.0,363.680545,0.0,0.0,0.0,0.125,1,0,1500.0,214.423727,362.96484,0.0,8,0
C14915,-1.0201562148536922,-1.9065094194762002,0,0.0,0.0,581.0,0.0,581.0,0.0,0.583333,0.0,0.583333,0.0,0,7,1000.0,692.523718,312.343947,0.0,12,0
C14916,-1.9560946326657467,0.4138977774514618,0,1124.582725,1.0,0.0,0.0,0.0,219.933843,0.0,0.0,0.0,0.333333,4,0,1200.0,446.251464,228.206218,0.0,12,0
C14917,-0.4126109317673464,-0.8870003859548323,0,110.409387,0.727273,992.88,992.88,0.0,0.0,0.416667,0.416667,0.0,0.0,0,12,4500.0,791.103098,148.537836,0.0,12,0
C14918,6.9898104948791016,2.2599193379294613,1,4929.758948,1.0,4939.1,4939.1,0.0,2365.84349,0.666667,0.666667,0.0,0.25,7,309,6000.0,3952.187547,5234.368383,0.0,12,1
C14919,-1.3678554636946576,-0.9420736580119062,0,687.378139,1.0,74.42,0.0,74.42,0.0,0.25,0.0,0.25,0.0,0,3,700.0,353.250281,492.588377,0.0,12,0
C14920,-1.2050709792085994,-1.0665267301947174,0,7.167028,0.363636,99.0,99.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,196.556706,85.643203,0.0,12,0
C14921,0.3046694225260613,-2.234468832306259,3,49.433937,1.0,387.0,0.0,387.0,0.0,1.0,0.0,0.888889,0.0,0,9,3000.0,335.472854,122.280528,1.0,9,3
C14922,-1.6243526934958648,0.2162168286109017,0,1427.949491,1.0,0.0,0.0,0.0,617.736537,0.0,0.0,0.0,0.166667,2,0,1800.0,2163.873958,329.166007,0.083333,12,0
C14923,-1.1210884970087742,-0.6569357711475694,0,17.141376,0.818182,182.1,33.6,148.5,113.918826,0.25,0.083333,0.083333,0.083333,1,4,6000.0,255.074373,93.628909,0.2,12,0
C14924,2.569161210800565,1.2781740119315803,3,2285.655394,0.9,3648.73,2517.43,1131.3,2034.664095,0.9,0.9,0.6,0.5,7,46,7000.0,586.67656,558.834333,0.0,10,3
C14925,-1.6893450389019173,-0.8565435639443006,0,341.149186,1.0,48.78,48.78,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,500.0,256.731955,259.3518,0.0,12,0
C14926,1.0989107356610885,-1.3120325991559298,3,91.705554,1.0,1468.1,1468.1,0.0,0.0,0.833333,0.833333,0.0,0.0,0,27,3000.0,1502.962138,110.071016,0.5,12,3
C14927,-0.6982586642488288,0.44280423076850434,0,2032.338405,0.909091,158.24,0.0,158.24,2508.932178,0.666667,0.0,0.583333,0.25,5,8,2500.0,625.314406,632.198197,0.0,12,0
C14928,-1.8179340218245423,-1.0321508734612896,0,4.12565,0.363636,25.69,25.69,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,163.352538,128.336305,0.0,12,0
C14929,-0.19091293258099448,-0.9667985296816894,3,709.473364,1.0,548.85,385.29,163.56,153.665694,0.666667,0.333333,0.5,0.083333,1,13,1200.0,381.15677,213.8837,0.0,12,3
C14930,-0.8848720734420632,4.3696291675907775,2,8048.03442,1.0,0.0,0.0,0.0,6163.107978,0.0,0.0,0.0,0.333333,10,0,12000.0,2165.252987,2164.447843,0.0,12,2
C14931,2.4400239124784235,2.239614345717426,2,2755.306896,0.909091,2754.49,1974.0,780.49,3193.924548,0.75,0.416667,0.583333,0.333333,9,43,13000.0,4843.691023,774.60303,0.0,12,2
C14932,-1.5416727350077104,-0.45580954661857587,0,348.646985,0.818182,230.0,230.0,0.0,1099.152158,0.166667,0.166667,0.0,0.083333,1,2,1200.0,443.364076,271.562248,0.0,12,0
C14933,-0.7499825955460511,-1.0990872223846007,0,472.663708,0.545455,310.44,0.0,310.44,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,2493.243567,222.654608,0.142857,12,0
C14934,-2.7733584078067106,1.526207218457039,0,387.585128,0.333333,0.0,0.0,0.0,2494.497971,0.0,0.0,0.0,0.333333,21,0,3000.0,0.0,312.343947,0.0,6,0
C14935,-1.0973317915406169,-0.8264632875629974,0,120.658015,1.0,349.12,349.12,0.0,0.0,0.25,0.25,0.0,0.0,0,4,2700.0,383.414493,163.463142,0.0,12,0
C14936,0.5900282209170169,-1.491930561390891,3,105.385636,1.0,1536.31,344.91,1191.4,0.0,0.666667,0.166667,0.416667,0.0,0,8,3000.0,1639.344093,161.467632,0.625,12,3
C14937,-1.8632732702403336,1.8733600401952586,0,2843.942194,1.0,0.0,0.0,0.0,266.975744,0.0,0.0,0.0,0.583333,10,0,3000.0,869.193769,910.703762,0.0,12,0
C14938,-0.7140802893584253,-1.4112550598941682,0,28.315171,0.5,225.02,111.7,113.32,0.0,0.375,0.125,0.125,0.0,0,3,10000.0,315.246249,118.313994,1.0,8,0
C14939,-1.6665703652006938,-0.43529849423443656,0,949.530268,1.0,45.65,45.65,0.0,47.786053,0.083333,0.083333,0.0,0.083333,1,1,1000.0,303.450157,456.016895,0.0,12,0
C14940,-1.9866908958694287,-1.3154707550757978,0,34.706824,0.181818,242.9,242.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1500.0,85.290895,174.958496,0.0,12,0
C14941,-1.3737159598297624,1.1162427180729613,0,3596.749572,1.0,0.0,0.0,0.0,1172.638871,0.0,0.0,0.0,0.166667,3,0,6000.0,1499.401344,765.099049,0.0,12,0
C14942,1.0816945337972244,-1.34322038980776,3,49.920897,1.0,400.19,400.19,0.0,0.0,1.0,1.0,0.0,0.0,0,14,8500.0,363.703322,177.221407,0.727273,12,3
C14943,-1.8289035781914296,-1.1107770533935521,0,120.945829,0.7,33.38,0.0,33.38,0.0,0.2,0.0,0.1,0.0,0,2,1000.0,514.002301,148.330512,0.0,10,0
C14944,-0.39129667410741775,-0.9744380054166624,3,1118.479084,1.0,325.95,203.96,121.99,0.0,0.666667,0.333333,0.25,0.0,0,9,2400.0,290.888289,369.130795,0.0,12,3
C14945,-2.2180999928685994,-0.4187384708204719,0,216.184011,0.454545,0.0,0.0,0.0,948.380744,0.0,0.0,0.0,0.166667,2,0,1200.0,243.64342,173.667325,0.0,12,0
C14946,-1.5848755758154156,2.040001035082136,2,3997.572659,1.0,0.0,0.0,0.0,3516.5482,0.0,0.0,0.0,0.272727,6,0,4500.0,1456.274689,1310.022633,0.0,11,2
